episode,epsilon,reward,steps,success,risk_exposure,redundant_actions,escalation_attempts,mean_loss
97.0,0.98176,-0.30000000000000004,3.0,0.0,0.0,0.0,0.0,7.843855222066243
98.0,0.98157,7.5,5.0,0.0,0.0,0.0,0.0,6.4881911277771
99.0,0.98138,21.42,4.0,1.0,0.18,0.0,1.0,3.7266133427619934
100.0,0.98119,2.7,3.0,0.0,0.0,0.0,0.0,4.826759338378906
101.0,0.981,6.6,4.0,0.0,0.0,0.0,0.0,7.2680546045303345
102.0,0.98081,-1.2000000000000002,2.0,0.0,0.0,0.0,0.0,9.17906665802002
103.0,0.98062,5.4,6.0,0.0,0.0,0.0,0.0,4.085568745930989
104.0,0.98043,-2.1,1.0,0.0,0.0,0.0,0.0,3.0990631580352783
105.0,0.98024,8.100000000000001,9.0,0.0,0.0,0.0,0.0,5.424069192674425
106.0,0.98005,6.300000000000001,7.0,0.0,0.0,0.0,0.0,4.613882405417306
107.0,0.97986,22.9,9.0,1.0,0.2,0.0,1.0,4.000260988871257
108.0,0.97967,6.6000000000000005,4.0,0.0,0.0,0.0,0.0,7.245020747184753
109.0,0.97948,26.82,10.0,1.0,0.18,0.0,1.0,4.565641307830811
110.0,0.97929,6.300000000000001,7.0,0.0,0.0,0.0,0.0,4.246695790972028
111.0,0.9791,18.9,8.0,1.0,0.3,0.0,1.0,5.5597032606601715
112.0,0.97891,-2.1,1.0,0.0,0.0,0.0,0.0,6.442694187164307
113.0,0.97872,4.8,2.0,0.0,0.0,0.0,0.0,5.613224744796753
114.0,0.97853,10.200000000000001,8.0,0.0,0.0,0.0,0.0,5.252693861722946
115.0,0.97834,3.6,4.0,0.0,0.0,0.0,0.0,5.629620432853699
116.0,0.97815,6.300000000000001,7.0,0.0,0.0,0.0,0.0,5.452930927276611
117.0,0.97796,6.02,8.0,0.0,0.18,0.0,1.0,4.208672106266022
118.0,0.97777,0.9,1.0,0.0,0.0,0.0,0.0,5.601932525634766
119.0,0.97758,8.4,6.0,0.0,0.0,0.0,0.0,4.649939934412639
120.0,0.97739,2.6999999999999997,3.0,0.0,0.0,0.0,0.0,5.504539807637532
121.0,0.9772,23.3,6.0,1.0,0.1,0.0,1.0,4.081293384234111
122.0,0.97701,-0.30000000000000004,3.0,0.0,0.0,0.0,0.0,6.627417087554932
123.0,0.97682,15.000000000000002,10.0,0.0,0.0,0.0,0.0,4.936881506443024
124.0,0.97663,4.5,5.0,0.0,0.0,0.0,0.0,5.094744396209717
125.0,0.97644,2.6999999999999997,3.0,0.0,0.0,0.0,0.0,4.617162545522054
126.0,0.97625,5.4,6.0,0.0,0.0,0.0,0.0,4.300714294115703
127.0,0.97606,4.5,5.0,0.0,0.0,0.0,0.0,4.812951469421387
128.0,0.97587,12.000000000000002,10.0,0.0,0.0,0.0,0.0,4.1975764513015745
129.0,0.97568,-2.1,1.0,0.0,0.0,0.0,0.0,2.958082914352417
130.0,0.97549,4.820000000000002,10.0,0.0,0.18,0.0,1.0,4.28099262714386
131.0,0.9753000000000001,1.8,2.0,0.0,0.0,0.0,0.0,3.4612470865249634
132.0,0.97511,-2.1,1.0,0.0,0.0,0.0,0.0,4.788588523864746
133.0,0.97492,2.7,3.0,0.0,0.0,0.0,0.0,4.8773369789123535
134.0,0.97473,5.120000000000001,7.0,0.0,0.18,0.0,1.0,3.839384061949594
135.0,0.97454,7.5,5.0,0.0,0.0,0.0,0.0,3.374469041824341
136.0,0.97435,8.100000000000001,9.0,0.0,0.0,0.0,0.0,3.861717422803243
137.0,0.97416,22.1,8.0,1.0,0.1,0.0,1.0,3.9054588675498962
138.0,0.97397,-1.2000000000000002,2.0,0.0,0.0,0.0,0.0,2.3811553716659546
139.0,0.97378,1.5,5.0,0.0,0.0,0.0,0.0,5.308750772476197
140.0,0.97359,4.5,5.0,0.0,0.0,0.0,0.0,4.760461926460266
141.0,0.9734,17.5,3.0,1.0,0.2,0.0,1.0,3.5236876010894775
142.0,0.97321,1.7999999999999998,2.0,0.0,0.0,0.0,0.0,6.220710754394531
143.0,0.97302,17.52,3.0,1.0,0.18,0.0,1.0,5.872454484303792
144.0,0.97283,3.6,4.0,0.0,0.0,0.0,0.0,4.727414965629578
145.0,0.97264,-1.2000000000000002,2.0,0.0,0.0,0.0,0.0,2.6642805337905884
146.0,0.97245,6.300000000000001,7.0,0.0,0.0,0.0,0.0,3.1877489260264804
147.0,0.97226,5.4,6.0,0.0,0.0,0.0,0.0,5.855494499206543
148.0,0.97207,2.7,3.0,0.0,0.0,0.0,0.0,5.740983327229817
149.0,0.97188,2.4,6.0,0.0,0.0,0.0,0.0,5.385439435640971
150.0,0.97169,7.200000000000001,8.0,0.0,0.0,0.0,0.0,3.798700124025345
151.0,0.9715,6.300000000000001,7.0,0.0,0.0,0.0,0.0,5.153201988765171
152.0,0.97131,9.3,7.0,0.0,0.0,0.0,0.0,4.495938232966831
153.0,0.97112,3.6,4.0,0.0,0.0,0.0,0.0,4.277805864810944
154.0,0.97093,25.0,8.0,1.0,0.2,0.0,1.0,3.7531074434518814
155.0,0.97074,-1.2000000000000002,2.0,0.0,0.0,0.0,0.0,2.2690367698669434
156.0,0.97055,4.5,5.0,0.0,0.0,0.0,0.0,4.610140228271485
157.0,0.97036,11.100000000000001,9.0,0.0,0.0,0.0,0.0,5.202190558115642
158.0,0.97017,6.300000000000001,7.0,0.0,0.0,0.0,0.0,5.669576781136649
159.0,0.96998,16.4,5.0,1.0,0.1,0.0,1.0,3.8707915782928466
160.0,0.96979,10.200000000000001,8.0,0.0,0.0,0.0,0.0,4.031522333621979
161.0,0.9696,21.9,8.0,1.0,0.3,0.0,1.0,4.722928762435913
162.0,0.96941,5.7,3.0,0.0,0.0,0.0,0.0,4.96511189142863
163.0,0.96922,7.200000000000001,8.0,0.0,0.0,0.0,0.0,5.167242407798767
164.0,0.9690300000000001,18.1,7.0,1.0,0.2,0.0,1.0,3.829960754939488
165.0,0.96884,1.8,2.0,0.0,0.0,0.0,0.0,4.328829526901245
166.0,0.96865,5.4,6.0,0.0,0.0,0.0,0.0,6.671086668968201
167.0,0.96846,6.6,4.0,0.0,0.0,0.0,0.0,7.283320426940918
168.0,0.96827,8.4,6.0,0.0,0.0,0.0,0.0,4.65296733379364
169.0,0.96808,5.4,6.0,0.0,0.0,0.0,0.0,5.993274927139282
170.0,0.96789,1.5,5.0,0.0,0.0,0.0,0.0,4.9266987323760985
171.0,0.9677,22.9,9.0,1.0,0.2,0.0,1.0,4.333450304137336
172.0,0.96751,3.319999999999999,5.0,0.0,0.18,0.0,1.0,3.36631817817688
173.0,0.96732,3.6,4.0,0.0,0.0,0.0,0.0,3.3314934968948364
174.0,0.96713,6.300000000000001,7.0,0.0,0.0,0.0,0.0,3.8692240374428883
175.0,0.96694,2.7,3.0,0.0,0.0,0.0,0.0,3.8695220152537027
176.0,0.96675,7.5,5.0,0.0,0.0,0.0,0.0,3.543481159210205
177.0,0.96656,-1.2000000000000002,2.0,0.0,0.0,0.0,0.0,3.4159387350082397
178.0,0.96637,19.8,9.0,1.0,0.3,0.0,1.0,3.890390475591024
179.0,0.96618,-0.30000000000000004,3.0,0.0,0.0,0.0,0.0,7.525032043457031
180.0,0.96599,5.4,6.0,0.0,0.0,0.0,0.0,7.055427233378093
181.0,0.9658,20.3,6.0,1.0,0.1,0.0,1.0,6.303773641586304
182.0,0.96561,-2.1,1.0,0.0,0.0,0.0,0.0,3.9280996322631836
183.0,0.96542,6.300000000000001,7.0,0.0,0.0,0.0,0.0,7.102795805249896
184.0,0.96523,5.9,8.0,0.0,0.3,0.0,1.0,5.937483996152878
185.0,0.96504,13.700000000000001,2.0,1.0,0.1,0.0,1.0,5.736410856246948
186.0,0.96485,7.200000000000001,8.0,0.0,0.0,0.0,0.0,4.518393278121948
187.0,0.96466,8.100000000000001,9.0,0.0,0.0,0.0,0.0,4.672019084294637
188.0,0.96447,1.8,2.0,0.0,0.0,0.0,0.0,1.4887030124664307
189.0,0.96428,7.200000000000001,8.0,0.0,0.0,0.0,0.0,3.4318284392356873
190.0,0.96409,16.05,5.0,1.0,0.45,0.0,1.0,3.9083062648773192
191.0,0.9639,7.200000000000001,8.0,0.0,0.0,0.0,0.0,3.830983728170395
192.0,0.96371,4.5,5.0,0.0,0.0,0.0,0.0,2.488437604904175
193.0,0.96352,17.6,3.0,1.0,0.1,0.0,1.0,2.8374454180399575
194.0,0.96333,12.3,7.0,0.0,0.0,0.0,0.0,2.4919626031603133
195.0,0.96314,18.9,8.0,1.0,0.3,0.0,1.0,1.8997764587402344
196.0,0.96295,-2.1,1.0,0.0,0.0,0.0,0.0,2.0522685050964355
197.0,0.9627600000000001,2.7,3.0,0.0,0.0,0.0,0.0,1.8360283374786377
198.0,0.96257,9.3,7.0,0.0,0.0,0.0,0.0,1.7845854929515295
199.0,0.96238,-1.2000000000000002,2.0,0.0,0.0,0.0,0.0,1.3674404621124268
200.0,0.96219,1.7999999999999998,2.0,0.0,0.0,0.0,0.0,1.607791543006897
201.0,0.962,-1.2000000000000002,2.0,0.0,0.0,0.0,0.0,2.1933635473251343
202.0,0.96181,4.5,5.0,0.0,0.0,0.0,0.0,1.6504808902740478
203.0,0.96162,-0.30000000000000004,3.0,0.0,0.0,0.0,0.0,1.910107930501302
204.0,0.96143,9.3,7.0,0.0,0.0,0.0,0.0,1.9568283557891846
205.0,0.96124,7.200000000000001,8.0,0.0,0.0,0.0,0.0,1.7425023466348648
206.0,0.96105,13.200000000000001,8.0,0.0,0.0,0.0,0.0,1.8054172098636627
207.0,0.96086,9.000000000000002,10.0,0.0,0.0,0.0,0.0,1.8509425103664399
208.0,0.96067,8.100000000000001,9.0,0.0,0.0,0.0,0.0,1.9297939472728305
209.0,0.96048,-2.1,1.0,0.0,0.0,0.0,0.0,2.6543161869049072
210.0,0.96029,-2.1,1.0,0.0,0.0,0.0,0.0,1.4624333381652832
211.0,0.9601,17.1,6.0,1.0,0.3,0.0,1.0,1.7782714168230693
212.0,0.95991,1.5,5.0,0.0,0.0,0.0,0.0,1.7409828662872315
213.0,0.95972,3.6,4.0,0.0,0.0,0.0,0.0,1.8153939247131348
214.0,0.95953,22.9,9.0,1.0,0.2,0.0,1.0,1.9338180356555514
215.0,0.95934,17.2,6.0,1.0,0.2,0.0,1.0,1.708047866821289
216.0,0.95915,8.100000000000001,9.0,0.0,0.0,0.0,0.0,1.713958395851983
217.0,0.95896,2.6999999999999997,3.0,0.0,0.0,0.0,0.0,2.135863025983175
218.0,0.95877,7.200000000000001,8.0,0.0,0.0,0.0,0.0,1.697510689496994
219.0,0.95858,4.5,5.0,0.0,0.0,0.0,0.0,1.5384058713912965
220.0,0.95839,19.299999999999997,5.0,1.0,0.2,0.0,1.0,1.9857760667800903
221.0,0.9582,-1.2000000000000002,2.0,0.0,0.0,0.0,0.0,1.7159326672554016
222.0,0.95801,1.5,5.0,0.0,0.0,0.0,0.0,1.5772462964057923
223.0,0.95782,3.6,4.0,0.0,0.0,0.0,0.0,1.717465102672577
224.0,0.95763,0.9,1.0,0.0,0.0,0.0,0.0,1.5526366233825684
225.0,0.95744,-2.1,1.0,0.0,0.0,0.0,0.0,2.2379064559936523
226.0,0.95725,1.7999999999999998,2.0,0.0,0.0,0.0,0.0,2.0866401195526123
227.0,0.95706,15.420000000000002,4.0,1.0,0.18,0.0,1.0,2.142886519432068
228.0,0.95687,18.200000000000003,7.0,1.0,0.1,0.0,1.0,1.8808178050177438
229.0,0.95668,14.1,9.0,0.0,0.0,0.0,0.0,2.040788690249125
230.0,0.95649,3.6,4.0,0.0,0.0,0.0,0.0,1.5677102580666542
231.0,0.9563,0.9,1.0,0.0,0.0,0.0,0.0,1.7209513187408447
232.0,0.95611,3.6,4.0,0.0,0.0,0.0,0.0,1.7454058825969696
233.0,0.95592,2.4,6.0,0.0,0.0,0.0,0.0,1.928221603234609
234.0,0.95573,5.4,6.0,0.0,0.0,0.0,0.0,1.7516955534617107
235.0,0.9555400000000001,6.6,4.0,0.0,0.0,0.0,0.0,2.2181858718395233
236.0,0.95535,6.300000000000001,7.0,0.0,0.0,0.0,0.0,1.4754037175859724
237.0,0.95516,9.3,7.0,0.0,0.0,0.0,0.0,1.9328890357698714
238.0,0.95497,3.6,4.0,0.0,0.0,0.0,0.0,1.8501319289207458
239.0,0.95478,28.099999999999998,8.0,1.0,0.1,0.0,1.0,2.189310297369957
240.0,0.95459,11.100000000000001,9.0,0.0,0.0,0.0,0.0,1.9882148106892903
241.0,0.9544,-2.1,1.0,0.0,0.0,0.0,0.0,1.2893129587173462
242.0,0.95421,21.1,7.0,1.0,0.2,0.0,1.0,1.6143290996551514
243.0,0.95402,22.32,5.0,1.0,0.18,0.0,1.0,2.258971118927002
244.0,0.95383,0.9,1.0,0.0,0.0,0.0,0.0,1.5877442359924316
245.0,0.95364,-1.2000000000000002,2.0,0.0,0.0,0.0,0.0,1.6543907523155212
246.0,0.95345,22.8,9.0,1.0,0.3,0.0,1.0,1.7448053359985352
247.0,0.95326,0.9,1.0,0.0,0.0,0.0,0.0,1.7975094318389893
248.0,0.95307,9.6,4.0,0.0,0.0,0.0,0.0,1.8261612057685852
249.0,0.95288,1.5,5.0,0.0,0.0,0.0,0.0,2.368999791145325
250.0,0.95269,20.22,6.0,1.0,0.18,0.0,1.0,1.9268771012624104
251.0,0.9525,-2.1,1.0,0.0,0.0,0.0,0.0,2.0174129009246826
252.0,0.95231,1.8,2.0,0.0,0.0,0.0,0.0,2.0122472047805786
253.0,0.95212,7.200000000000001,8.0,0.0,0.0,0.0,0.0,1.6540007442235947
254.0,0.95193,4.5,5.0,0.0,0.0,0.0,0.0,2.047920823097229
255.0,0.95174,13.6,2.0,1.0,0.2,0.0,1.0,1.9898210167884827
256.0,0.95155,5.4,6.0,0.0,0.0,0.0,0.0,1.7451403737068176
257.0,0.95136,4.5,5.0,0.0,0.0,0.0,0.0,1.486921525001526
258.0,0.95117,3.6,4.0,0.0,0.0,0.0,0.0,1.684313416481018
259.0,0.95098,9.6,4.0,0.0,0.0,0.0,0.0,1.6735137104988098
260.0,0.95079,1.7999999999999998,2.0,0.0,0.0,0.0,0.0,2.2048743963241577
261.0,0.9506,5.4,6.0,0.0,0.0,0.0,0.0,1.8055266539255779
262.0,0.95041,13.700000000000001,2.0,1.0,0.1,0.0,1.0,2.09507817029953
263.0,0.95022,3.6,4.0,0.0,0.0,0.0,0.0,1.8367929458618164
264.0,0.95003,9.6,4.0,0.0,0.0,0.0,0.0,1.6085174083709717
265.0,0.94984,14.25,3.0,1.0,0.45,0.0,1.0,1.9785585006078084
266.0,0.94965,7.5,5.0,0.0,0.0,0.0,0.0,1.6778014302253723
267.0,0.94946,0.6000000000000001,4.0,0.0,0.0,0.0,0.0,2.0710906386375427
268.0,0.9492700000000001,-0.30000000000000004,3.0,0.0,0.0,0.0,0.0,1.6692749857902527
269.0,0.94908,22.0,8.0,1.0,0.2,0.0,1.0,2.084899425506592
270.0,0.94889,-2.1,1.0,0.0,0.0,0.0,0.0,1.7112423181533813
271.0,0.9487,12.000000000000002,10.0,0.0,0.0,0.0,0.0,2.2091000080108643
272.0,0.94851,4.5,5.0,0.0,0.0,0.0,0.0,1.8441514730453492
273.0,0.94832,1.7999999999999998,2.0,0.0,0.0,0.0,0.0,1.789774477481842
274.0,0.94813,10.820000000000002,10.0,0.0,0.18,0.0,1.0,1.9700308561325073
275.0,0.94794,9.02,8.0,0.0,0.18,0.0,1.0,1.543969176709652
276.0,0.94775,4.5,5.0,0.0,0.0,0.0,0.0,1.8610852479934692
277.0,0.94756,12.000000000000002,10.0,0.0,0.0,0.0,0.0,1.945652538537979
278.0,0.94737,9.6,4.0,0.0,0.0,0.0,0.0,1.674751028418541
279.0,0.94718,16.919999999999998,7.0,1.0,0.38,0.0,2.0,2.2316916840417043
280.0,0.94699,0.9,1.0,0.0,0.0,0.0,0.0,2.6211090087890625
281.0,0.9468,11.100000000000001,9.0,0.0,0.0,0.0,0.0,1.996537725130717
282.0,0.94661,16.400000000000002,5.0,1.0,0.1,0.0,1.0,1.742722225189209
283.0,0.94642,-1.2000000000000002,2.0,0.0,0.0,0.0,0.0,1.363554209470749
284.0,0.94623,21.200000000000003,7.0,1.0,0.1,0.0,1.0,2.125579978738512
285.0,0.94604,6.6000000000000005,4.0,0.0,0.0,0.0,0.0,2.039240300655365
286.0,0.94585,-2.1,1.0,0.0,0.0,0.0,0.0,2.431586503982544
287.0,0.94566,13.200000000000001,8.0,0.0,0.0,0.0,0.0,1.8147090822458267
288.0,0.94547,8.4,6.0,0.0,0.0,0.0,0.0,1.8555335601170857
289.0,0.94528,17.3,6.0,1.0,0.1,0.0,1.0,1.7893171310424805
290.0,0.94509,14.999999999999998,10.0,0.0,0.0,0.0,0.0,2.6866428017616273
291.0,0.9449,0.6000000000000001,4.0,0.0,0.0,0.0,0.0,8.178543448448181
292.0,0.94471,4.5,5.0,0.0,0.0,0.0,0.0,4.201283264160156
293.0,0.94452,6.6000000000000005,4.0,0.0,0.0,0.0,0.0,5.989367485046387
294.0,0.94433,9.3,7.0,0.0,0.0,0.0,0.0,3.2649400404521396
295.0,0.94414,14.5,3.0,1.0,0.2,0.0,1.0,3.295870621999105
296.0,0.94395,1.8,2.0,0.0,0.0,0.0,0.0,3.239154100418091
297.0,0.94376,6.300000000000001,7.0,0.0,0.0,0.0,0.0,2.733214361327035
298.0,0.94357,10.200000000000001,8.0,0.0,0.0,0.0,0.0,3.230317175388336
299.0,0.94338,6.800000000000001,9.0,0.0,0.3,0.0,1.0,2.419261349572076
300.0,0.94319,1.7999999999999998,2.0,0.0,0.0,0.0,0.0,3.100734829902649
301.0,0.9430000000000001,29.82,10.0,1.0,0.18,0.0,1.0,2.6079967260360717
302.0,0.94281,2.7,3.0,0.0,0.0,0.0,0.0,2.38461963335673
303.0,0.94262,6.6000000000000005,4.0,0.0,0.0,0.0,0.0,2.03581765294075
304.0,0.94243,21.0,7.0,1.0,0.3,0.0,1.0,1.89397508757455
305.0,0.94224,9.000000000000002,10.0,0.0,0.0,0.0,0.0,2.509888803958893
306.0,0.94205,3.3000000000000003,7.0,0.0,0.0,0.0,0.0,2.637250695909773
307.0,0.94186,2.7,3.0,0.0,0.0,0.0,0.0,3.077454090118408
308.0,0.94167,2.7,3.0,0.0,0.0,0.0,0.0,1.702371637026469
309.0,0.94148,7.820000000000001,10.0,0.0,0.18,0.0,1.0,2.458073604106903
310.0,0.94129,3.6,4.0,0.0,0.0,0.0,0.0,2.426120012998581
311.0,0.9411,-2.1,1.0,0.0,0.0,0.0,0.0,2.5707943439483643
312.0,0.94091,10.200000000000001,8.0,0.0,0.0,0.0,0.0,2.1981352120637894
313.0,0.94072,6.300000000000001,7.0,0.0,0.0,0.0,0.0,2.3629298210144043
314.0,0.94053,12.000000000000002,10.0,0.0,0.0,0.0,0.0,2.337758731842041
315.0,0.94034,6.300000000000001,7.0,0.0,0.0,0.0,0.0,2.5612365007400513
316.0,0.94015,5.4,6.0,0.0,0.0,0.0,0.0,2.406878193219503
317.0,0.93996,17.1,6.0,1.0,0.3,0.0,1.0,2.7190327445665994
318.0,0.93977,4.5,5.0,0.0,0.0,0.0,0.0,2.4440717935562133
319.0,0.93958,5.4,6.0,0.0,0.0,0.0,0.0,2.4685580730438232
